transaction_id,transaction_date,country,product_id,product_name,category,price_per_unit,quantity_purchased,cost_price,discount_applied,payment_method,customer_age_group,customer_gender,store_location,sales_representative,total_amount,profit
jj2065,2024-08-13,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1492.6,1,1042.14,0.1,Online Payment,Adult,Male,Santo Domingo,Maria Perez,1343.34,301.20
zL1940,2024-08-18,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.38,12,9.96,0,Credit Card,Young,Male,Guayaquil,Ana Perez,16.56,6.60
Pl4191,2024-07-27,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,201.84,1,150.77,0.2,Mobile Wallet,Adult,Male,Quito,Maria Garcia,161.47,10.70
Mu8189,2024-11-29,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,352.65,1,238.92,0.05,Mobile Wallet,Adult,Male,Santo Domingo,Maria Perez,335.02,96.10
zO0248,2024-12-05,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,60.24,2,96.06,0,Online Payment,Adult,Female,Guayaquil,Carmen Garcia,120.48,24.42
MV7618,2024-03-26,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,402.12,2,484.54,0.1,Online Payment,Senior,Female,Quito,Carmen Lopez,723.82,239.28
pb0226,2024-11-05,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.17,11,10.01,0.15,Mobile Wallet,Adult,Female,Santo Domingo,Maria Lopez,10.94,0.93
yr0439,2024-04-23,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.15,5,4.8,0.2,Debit Card,Adult,Female,Santo Domingo,Jose Ramirez,4.60,-0.20
zB9170,2024-06-15,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1348.39,1,876.11,0.1,Online Payment,Senior,Female,Quito,Carmen Martinez,1213.55,337.44
su5855,2024-06-28,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1477.44,1,1134.14,0.15,Debit Card,Adult,Male,Quito,Jose Martinez,1255.82,121.68
gK8672,2024-04-14,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,161.41,2,243.78,0.05,Cash,Adult,Female,Quito,Jose Perez,306.68,62.90
es5617,2024-03-31,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,160.02,3,328.11,0.15,Online Payment,Adult,Male,Quito,Maria Garcia,408.05,79.94
Yk5734,2024-05-01,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2400.29,1,1921.55,0.15,Online Payment,Adult,Female,Quito,Jose Martinez,2040.25,118.70
dX9738,2024-09-25,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,50.31,1,42.14,0,Cash,Adult,Male,Cuenca,Luis Perez,50.31,8.17
SN1431,2024-08-04,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,331.32,1,246.26,0.05,Cash,Senior,Male,Quito,Jose Martinez,314.75,68.49
mH3153,2024-07-11,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,150.43,2,190.82,0.2,Mobile Wallet,Young,Male,Machala,Jose Garcia,240.69,49.87
Oi7440,2024-07-15,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1486.66,1,1219.84,0.05,Debit Card,Young,Female,Machala,Ana Martinez,1412.33,192.49
AH3218,2024-04-04,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.12,12,9.96,0,Debit Card,Young,Female,Santo Domingo,Jose Martinez,13.44,3.48
nN1934,2024-04-25,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,62.36,2,95.34,0.15,Debit Card,Adult,Male,Guayaquil,Carmen Martinez,106.01,10.67
Tu5331,2024-09-09,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1577.36,1,1230.55,0.15,Online Payment,Senior,Male,Guayaquil,Luis Lopez,1340.76,110.21
XW3621,2024-12-21,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2213.13,1,1347.81,0,Cash,Senior,Male,Guayaquil,Carmen Lopez,2213.13,865.32
Gp4148,2024-08-27,China,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1763.37,1,1239.88,0.05,Credit Card,Adult,Male,Chengdu,Wang Tao,1675.20,435.32
uB9519,2024-03-01,Canada,e7c2e0e7-d083-46d7-a9f0-853dd88bc2d9,iPhone 14,Electronics,1073,2,1458.62,0.05,Cash,Senior,Male,Toronto,Olivia Lee,2038.70,580.08
Se8264,2024-03-07,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,25.62,3,62.22,0,Cash,Adult,Male,Ottawa,William Gagnon,76.86,14.64
jw0444,2024-11-09,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,3.41,2,4.7,0.2,Debit Card,Adult,Male,Vancouver,Emma Johnson,5.46,0.76
KI2783,2024-06-07,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,3.62,3,9.06,0.1,Online Payment,Young,Male,Montreal,Thomas Martin,9.77,0.71
zJ8794,2024-02-14,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,171.09,1,142.11,0.2,Cash,Young,Female,Guayaquil,Luis Ramirez,136.87,-5.24
FR8764,2024-07-09,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,126.37,3,314.46,0.05,Debit Card,Adult,Female,Machala,Luis Ramirez,360.15,45.69
uC0128,2024-12-28,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2215.03,1,1465.16,0.1,Cash,Young,Female,Santo Domingo,Carmen Garcia,1993.53,528.37
nD9083,2024-11-01,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,814.06,1,677.29,0.05,Debit Card,Adult,Female,Guayaquil,Carmen Martinez,773.36,96.07
nC5012,2024-12-03,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,3.28,2,4.26,0.2,Online Payment,Adult,Female,Toronto,Benjamin Gagnon,5.25,0.99
wW5112,2024-03-19,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,26.56,1,19.65,0,Cash,Young,Female,Toronto,Emma Brown,26.56,6.91
NX9211,2024-01-24,Canada,efcae66c-d9ee-4629-8a67-274c04d7c178,KitchenAid Mixer,Home Appliances,301.58,2,461.36,0.05,Mobile Wallet,Senior,Female,Vancouver,Sophie Wilson,573.00,111.64
zy1672,2024-10-25,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,3.1,7,15.82,0,Debit Card,Adult,Male,Montreal,William Campbell,21.70,5.88
cZ3350,2024-04-27,Canada,9a8e52da-5c4f-4ae1-ad7d-78bd2b5b6e7a,Samsung QLED TV,Electronics,789.94,1,611.54,0.1,Debit Card,Adult,Male,Calgary,Olivia Tremblay,710.95,99.41
Ui2669,2024-04-18,Canada,ba19ca27-baf8-4ec4-83e1-c9972685cfd0,Levi's 501 Jeans,Apparel,50.13,1,33.25,0,Credit Card,Adult,Male,Ottawa,Liam Roy,50.13,16.88
Pi1590,2024-07-29,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,2.66,1,1.84,0.15,Cash,Adult,Male,Ottawa,Lucas Brown,2.26,0.42
mP8812,2024-04-28,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,29.27,2,48.12,0.05,Cash,Senior,Male,Machala,Maria Martinez,55.61,7.49
Sw4898,2024-05-18,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1408.3,1,1166.18,0,Mobile Wallet,Senior,Female,Quito,Jose Lopez,1408.30,242.12
qu3804,2024-01-26,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,220.74,2,319.48,0.2,Mobile Wallet,Young,Female,Cuenca,Jose Martinez,353.18,33.70
ph1204,2024-08-17,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,142.48,2,207.66,0.2,Cash,Young,Female,Machala,Maria Lopez,227.97,20.31
Lb6774,2024-12-16,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,935.07,1,574.8,0.05,Online Payment,Young,Male,Santo Domingo,Jose Ramirez,888.32,313.52
XL2944,2024-04-13,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,45.32,1,31.27,0.15,Cash,Adult,Male,Santo Domingo,Luis Garcia,38.52,7.25
kk2120,2024-08-10,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1554.86,1,1273.13,0.1,Debit Card,Young,Female,Machala,Luis Garcia,1399.37,126.24
QF5461,2024-10-16,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1050.05,2,1332.16,0.05,Credit Card,Senior,Female,Santo Domingo,Jose Ramirez,1995.10,662.94
SX3942,2024-07-07,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,258.91,2,391.32,0.1,Cash,Young,Male,Hyderabad,Priya Patel,466.04,74.72
SU6913,2024-05-25,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,332.37,1,245.78,0.2,Cash,Young,Male,Chennai,Neha Mehta,265.90,20.12
ub9640,2024-01-15,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,203.12,2,312.52,0.2,Credit Card,Young,Female,Hyderabad,Priya Reddy,324.99,12.47
xt7507,2024-12-31,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,347.1,2,442.84,0.05,Debit Card,Young,Male,Chennai,Karan Sharma,659.49,216.65
VU8899,2024-01-22,India,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2444,1,1650.66,0.15,Credit Card,Adult,Male,Mumbai,Amit Sharma,2077.40,426.74
SJ6787,2024-10-14,India,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1086.05,1,901.03,0.05,Debit Card,Adult,Male,Bangalore,Karan Sharma,1031.75,130.72
oP1748,2024-12-15,India,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,45.06,4,123.2,0.1,Mobile Wallet,Young,Male,Hyderabad,Neha Gupta,162.22,39.02
pK9855,2024-04-21,India,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1404.07,1,1096.77,0.1,Online Payment,Senior,Male,Mumbai,Karan Mehta,1263.66,166.89
NY1102,2024-12-09,India,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,29.36,3,60.45,0,Mobile Wallet,Young,Male,Delhi,Amit Mehta,88.08,27.63
Sq0811,2024-11-04,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,320.06,2,419.34,0.05,Mobile Wallet,Young,Female,Hyderabad,Karan Reddy,608.11,188.77
BE2102,2024-09-22,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,142.19,2,171.54,0.2,Debit Card,Young,Female,Montreal,Sophie Brown,227.50,55.96
nd8187,2024-01-19,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,158.89,1,121.24,0.15,Mobile Wallet,Senior,Female,Montreal,Olivia Martin,135.06,13.82
ZP5399,2024-12-17,China,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,34.53,2,42.78,0.15,Mobile Wallet,Adult,Female,Chengdu,Chen Wei,58.70,15.92
Xa0752,2024-08-16,China,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.09,12,9.6,0.1,Credit Card,Young,Female,Chengdu,Liu Tao,11.77,2.17
Mv0255,2024-03-14,China,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1096.85,1,757.33,0,Debit Card,Young,Male,Beijing,Zhang Wei,1096.85,339.52
yP3286,2024-05-09,China,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,35.11,1,26.4,0.2,Credit Card,Senior,Female,Shenzhen,Zhang Bo,28.09,1.69
yc5893,2024-03-20,China,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.03,20,12.8,0.15,Debit Card,Young,Female,Guangzhou,Li Ming,17.51,4.71
Fa9375,2024-11-06,China,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1045.09,1,692.81,0.15,Debit Card,Young,Female,Shanghai,Zhang Wei,888.33,195.52
hV9579,2024-02-08,China,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,197.14,2,269.74,0.05,Cash,Young,Female,Shenzhen,Zhang Wei,374.57,104.83
qW6549,2024-10-11,China,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.64,10,16,0,Credit Card,Young,Male,Shanghai,Liu Bo,26.40,10.40
WC6482,2024-11-14,India,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,67.33,1,44.74,0.05,Credit Card,Adult,Male,Bangalore,Neha Reddy,63.96,19.22
Cq9726,2024-06-29,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,397.72,1,315.53,0.1,Cash,Adult,Female,Delhi,Neha Gupta,357.95,42.42
np5346,2024-01-23,India,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.9,4,11.68,0,Credit Card,Young,Male,Delhi,Neha Gupta,15.60,3.92
Gn5832,2024-05-08,India,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.09,20,18.2,0.1,Online Payment,Young,Female,Bangalore,Karan Gupta,19.62,1.42
zE8064,2024-03-25,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,312.98,2,383.34,0.15,Debit Card,Young,Male,Bangalore,Karan Sharma,532.07,148.73
lK2274,2024-03-17,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,338.34,1,222.75,0,Mobile Wallet,Adult,Male,Chennai,Rahul Reddy,338.34,115.59
gF9037,2024-03-03,India,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,121.12,1,89.96,0.1,Mobile Wallet,Young,Female,Hyderabad,Priya Mehta,109.01,19.05
za4450,2024-10-28,Canada,9a8e52da-5c4f-4ae1-ad7d-78bd2b5b6e7a,Samsung QLED TV,Electronics,913.97,1,574.54,0.2,Mobile Wallet,Young,Female,Ottawa,Olivia Martin,731.18,156.64
hl8858,2024-02-27,Canada,efcae66c-d9ee-4629-8a67-274c04d7c178,KitchenAid Mixer,Home Appliances,430.32,1,277.8,0.05,Debit Card,Young,Female,Calgary,Noah Campbell,408.80,131.00
Su2276,2024-07-06,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,133.78,1,94.18,0,Mobile Wallet,Adult,Male,Vancouver,Benjamin Martin,133.78,39.60
md1461,2024-07-26,India,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1015.8,2,1542.74,0.2,Debit Card,Senior,Female,Delhi,Priya Gupta,1625.28,82.54
Np8775,2024-08-01,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,160.87,2,199.04,0.1,Mobile Wallet,Adult,Male,Mumbai,Neha Reddy,289.57,90.53
Vy8015,2024-07-07,India,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,40.37,2,53.48,0.1,Cash,Young,Female,Chennai,Karan Mehta,72.67,19.19
wL7952,2024-01-18,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,268.31,2,368.72,0.1,Debit Card,Adult,Female,Chennai,Karan Reddy,482.96,114.24
Lg7629,2024-09-13,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,413.82,1,277.63,0.2,Mobile Wallet,Adult,Female,Delhi,Amit Reddy,331.06,53.43
PF1331,2024-10-16,India,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.28,7,7.14,0,Mobile Wallet,Adult,Male,Bangalore,Priya Patel,8.96,1.82
Iz4131,2024-12-07,India,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,59.61,2,75.38,0.05,Mobile Wallet,Adult,Male,Delhi,Neha Sharma,113.26,37.88
TL5263,2024-06-25,India,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.21,7,13.65,0,Mobile Wallet,Adult,Male,Bangalore,Rahul Mehta,22.47,8.82
tX4119,2024-05-09,India,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.12,2,1.48,0,Online Payment,Senior,Male,Chennai,Karan Patel,2.24,0.76
ye1684,2024-03-26,China,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.24,13,11.44,0.2,Online Payment,Young,Male,Beijing,Wang Tao,12.90,1.46
yn7928,2024-12-24,China,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.63,5,9.4,0.05,Credit Card,Adult,Female,Guangzhou,Chen Ming,12.49,3.09
Wc9691,2024-10-23,India,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,69.22,2,100.38,0.05,Debit Card,Young,Male,Bangalore,Karan Patel,131.52,31.14
Yf7578,2024-07-19,India,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.91,6,21.12,0.2,Cash,Young,Male,Chennai,Neha Gupta,23.57,2.45
Qf8886,2024-02-06,India,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,152.46,1,123,0,Mobile Wallet,Young,Male,Hyderabad,Rahul Patel,152.46,29.46
vh0534,2024-05-23,India,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.04,19,15.58,0.05,Debit Card,Senior,Male,Chennai,Karan Mehta,18.77,3.19
aJ0000,2024-06-11,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,148.69,1,108.01,0.05,Cash,Young,Female,Bangalore,Neha Reddy,141.26,33.25
QS8259,2024-09-21,India,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1086.56,1,665.27,0.1,Debit Card,Senior,Female,Bangalore,Priya Gupta,977.90,312.63
nr1203,2024-12-20,India,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1005.02,1,786.98,0.15,Cash,Young,Male,Hyderabad,Amit Mehta,854.27,67.29
WS3257,2024-02-06,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,156.7,2,260.68,0.05,Online Payment,Adult,Female,Bangalore,Karan Mehta,297.73,37.05
HG4458,2024-12-31,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,251.06,2,418.94,0.2,Online Payment,Young,Male,Hyderabad,Karan Gupta,401.70,-17.24
iN9345,2024-05-06,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,361.28,2,510.26,0.15,Online Payment,Adult,Female,Hyderabad,Neha Mehta,614.18,103.92
Lr1464,2024-05-27,India,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,903.99,1,635.66,0.05,Mobile Wallet,Adult,Male,Chennai,Rahul Gupta,858.79,223.13
ax6818,2024-03-20,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,194.55,2,300.64,0,Mobile Wallet,Adult,Female,Bangalore,Amit Sharma,389.10,88.46
qm0934,2024-11-29,India,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1781.87,1,1464.93,0.05,Debit Card,Senior,Female,Mumbai,Priya Sharma,1692.78,227.85
zz4206,2024-09-22,India,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2223.46,1,1576.42,0.1,Cash,Adult,Female,Hyderabad,Neha Reddy,2001.11,424.69
al5542,2024-02-04,India,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,146.76,1,114.99,0.1,Credit Card,Adult,Male,Chennai,Karan Reddy,132.08,17.09
vI0835,2024-12-01,India,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.51,10,33.1,0.05,Cash,Adult,Female,Bangalore,Karan Sharma,42.85,9.75
Lj1034,2024-09-19,India,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,67.26,2,113.02,0.15,Mobile Wallet,Young,Male,Bangalore,Rahul Sharma,114.34,1.32
af7554,2024-03-11,India,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1172.29,1,768.31,0,Cash,Adult,Female,Delhi,Amit Reddy,1172.29,403.98
UC2978,2024-01-08,India,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1316.66,1,864.03,0.15,Online Payment,Adult,Female,Mumbai,Karan Mehta,1119.16,255.13
aU3543,2024-06-06,India,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,37.93,3,75.57,0.1,Cash,Adult,Female,Hyderabad,Amit Reddy,102.41,26.84
GB3262,2024-03-11,India,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,173.56,2,286.84,0.15,Debit Card,Adult,Male,Hyderabad,Neha Sharma,295.05,8.21
yk6202,2024-12-31,India,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2107.44,1,1545.43,0.1,Credit Card,Young,Female,Mumbai,Karan Reddy,1896.70,351.27
gR8538,2024-08-10,India,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.02,1,2.36,0,Mobile Wallet,Senior,Female,Bangalore,Neha Mehta,3.02,0.66
If5698,2024-08-06,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,270.85,2,334.36,0.2,Cash,Young,Male,Bangalore,Karan Patel,433.36,99.00
vf4418,2024-04-25,Canada,efcae66c-d9ee-4629-8a67-274c04d7c178,KitchenAid Mixer,Home Appliances,441.8,2,728.3,0.2,Debit Card,Young,Female,Vancouver,William Martin,706.88,-21.42
Nt7908,2024-08-25,Canada,ec3f984c-1d68-44f0-80d7-4f759657bf53,The North Face Jacket,Apparel,148.87,1,115.68,0,Online Payment,Young,Male,Toronto,Chloe Wilson,148.87,33.19
nl7368,2024-05-27,Canada,efcae66c-d9ee-4629-8a67-274c04d7c178,KitchenAid Mixer,Home Appliances,322.27,2,523.26,0,Online Payment,Senior,Female,Toronto,Liam Gagnon,644.54,121.28
kN4545,2024-04-04,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,157.91,1,97.33,0.2,Debit Card,Adult,Female,Toronto,Thomas Lee,126.33,29.00
RC8224,2024-10-06,Canada,9a8e52da-5c4f-4ae1-ad7d-78bd2b5b6e7a,Samsung QLED TV,Electronics,791.44,1,587.19,0.05,Debit Card,Senior,Female,Calgary,Sophie Tremblay,751.87,164.68
Sj7393,2024-11-03,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,349.54,1,243.06,0.15,Mobile Wallet,Adult,Male,Bangalore,Neha Mehta,297.11,54.05
ny4773,2024-01-14,India,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,426.71,1,265.82,0.05,Mobile Wallet,Young,Male,Bangalore,Rahul Gupta,405.37,139.55
hd6802,2024-05-31,India,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2265.79,1,1408.6,0.05,Debit Card,Young,Female,Mumbai,Neha Gupta,2152.50,743.90
jU3126,2024-02-04,India,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,127.64,1,107.78,0.1,Mobile Wallet,Adult,Male,Delhi,Rahul Mehta,114.88,7.10
NB4701,2024-05-03,India,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,193.59,2,317.26,0.2,Credit Card,Young,Female,Bangalore,Priya Reddy,309.74,-7.52
jT7704,2024-07-04,India,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,38.83,2,56.92,0.2,Mobile Wallet,Senior,Male,Hyderabad,Amit Gupta,62.13,5.21
vi5595,2024-09-19,China,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,69.74,2,94.64,0.2,Credit Card,Young,Female,Guangzhou,Wang Wei,111.58,16.94
fm1606,2024-11-20,China,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,48.41,4,163,0.1,Debit Card,Young,Male,Shenzhen,Zhang Jie,174.28,11.28
qn9982,2024-11-06,China,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1017.02,1,693.22,0,Online Payment,Senior,Female,Beijing,Zhang Wei,1017.02,323.80
KG5612,2024-04-09,China,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,61.4,2,82.52,0.15,Online Payment,Young,Male,Chengdu,Liu Jie,104.38,21.86
EV6414,2024-08-30,China,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,32.24,3,76.02,0.15,Cash,Adult,Female,Shanghai,Chen Ming,82.21,6.19
xB7331,2024-01-18,China,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,969.51,1,773.45,0.2,Cash,Senior,Female,Guangzhou,Zhang Bo,775.61,2.16
Nm1500,2024-11-28,China,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,166.27,2,239.96,0.05,Debit Card,Senior,Male,Shenzhen,Zhang Wei,315.91,75.95
uK3485,2024-01-01,China,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.64,9,25.65,0.2,Online Payment,Adult,Female,Chengdu,Liu Jie,33.41,7.76
VC5634,2024-11-15,India,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,61.91,3,136.05,0.15,Debit Card,Senior,Female,Hyderabad,Karan Mehta,157.87,21.82
